id,creation_date,post_id,post_history_type_id,revision_guid,user_id,text,comment
90603,9/15/2008 14:00:15,63123,1,17bffcd9-ffe5-4d5b-a6ee-a114e14d0230,,Any recommendation for a good enough Winforms GUI design?,
90819,9/15/2008 14:17:28,63303,1,176537a5-012e-400d-8d00-4d7204daf0a0,,C# :How do I know when the last OutputDataReceived has arrived,
90896,9/15/2008 14:24:49,63379,1,b6c2af21-171f-47e2-accf-a9bc2842b76b,,Passing impersonation token on a Managed Thread to an Unmanaged Thread,
90907,9/15/2008 14:25:40,63390,1,ecf4b77b-0281-4e6b-bd27-9738feee32d3,,Is there a way to build a Flash 9 SWF from an FLA file without using the Flash IDE?,
91238,9/15/2008 14:59:30,63671,1,4366d3bc-554a-4406-ac05-6e7707d8fea0,,Is it safe for structs to implement interfaces?,
91255,9/15/2008 15:01:29,63687,1,85b45560-e761-4d1a-a88c-c8decd4b6c9f,,Calling function when program exits in java,
91611,9/15/2008 15:29:02,63950,1,6b9f68ab-1f13-49e4-9ef5-56b44816018c,,How to make Emacs terminal colors the same as Emacs GUI colors?,
91720,9/15/2008 15:38:45,64032,1,cefb90f8-1d3d-421d-8065-2623138f83a1,,Can I write a plug in for Microsoft SQL Enterprise Manager which changes the query window background,
91729,9/15/2008 15:39:06,64038,1,cd8f4394-2e27-4506-8ce9-a79d0bf131ff,,Setting java locale settings,
91926,9/15/2008 15:56:45,64177,1,eae2b74e-0cee-4af5-ba40-df544d34d901,,"Looking for better End-to-End Comms with Flex, .NET and DBMS",
92044,9/15/2008 16:08:55,64279,1,767d2ea0-1869-4445-9442-32750fc91d71,,How do you tell IIS 6 to set the .NET version to 2.0 (not 1.1) When New sites are created?,
92112,9/15/2008 15:38:23,64029,1,33ef9c2a-740a-41de-b3e5-c6b2ec42b5ad,,Windows Form Ordering using MDILayout,
92246,9/15/2008 16:29:55,64445,1,428a97a7-098b-4b95-8a1d-c4eff820b2db,,.Net NNTP implementation,
92334,9/15/2008 16:38:43,64518,1,fd649f64-0f98-4e06-8b80-a2e35c62a300,,What's the purpose of the GtkWidget.events property for (like) GtkTreeView widgets?,
92387,9/15/2008 16:44:02,64562,1,de67ae57-0a0c-414a-886c-efeab35aa776,,Bluetooth parking,
92415,9/15/2008 16:46:02,64581,1,78c658f6-87f2-4fbf-abfc-6b524e6be836,,C# ODBC Dialog,
92425,9/15/2008 16:42:19,64541,1,ddac6ae8-ce84-4f58-bce1-e2b3527d3001,,Does the exe you get out of obfuscation programs vary in speed?,
92480,9/15/2008 16:51:12,64631,1,9241e2ae-150a-4136-a15a-20c493771353,,What does a PHP developer need to know about https / secure socket layer connections?,
92531,9/15/2008 16:54:54,64657,1,ba91bab2-2772-478f-884d-d30effc556c8,,jquery: JFrame plugin fails in IE 7,
92646,9/15/2008 17:04:46,64745,1,c0a7d1a5-c38d-4e19-b9a6-60bc667c169a,,moving to android  from j2me,
92698,9/15/2008 17:10:00,64786,1,29ed97fe-851f-44a4-b733-2cf9de002720,,Error handling in BASH,
92760,9/15/2008 17:14:38,64825,1,16dc05e6-4494-4d63-b422-255d94f24839,,struts2: how to substring in jsp?,
92865,9/15/2008 17:19:31,64848,1,dda5434b-6e25-483f-9d3f-4c8006ffeb8b,,Saple  code for using IBM's PCOMM in C# o write an as400 screenscraper,
92880,9/15/2008 17:26:19,64904,1,fea55918-76e6-4e77-807e-420fd5dc8d22,,parsings strings: extracting words and phrases [JavaScript],
92962,9/15/2008 17:24:03,64882,1,3c4194c1-8cbf-4ce7-906d-7c49109ab054,,How does Highrise handle e-mail addreses like:  dropbox@123456.foobar.highrisehq.com?,
92966,9/15/2008 17:24:54,64894,1,62ccb09f-bd8f-460d-a443-7e71b7f971ef,,"Is it possible to select from ""show tables"" in MySQL?",
93038,9/15/2008 17:40:03,65007,1,44c9e1e4-51d8-4d4b-8932-1238e18674a2,,akamai caching and site rendering,
93121,9/15/2008 17:42:18,65024,1,c012a7d9-4a4a-4cac-a697-f2106d729573,,ASP.net Membership Provider - Switching Between Forms and Integrated Auth,
93239,9/15/2008 17:44:13,65039,1,a4b5beb9-d3fd-457b-8438-c548f2dbbd69,,How can I use a traditional HTML id attribute with an ASP.net runat='server' tag?,
93337,9/15/2008 18:08:11,65250,1,c81bce87-c0d0-4832-a128-d7cdb83b2e45,,Convert a .doc or .pdf to an image and display a thumbnail in Ruby?,
93596,9/15/2008 18:27:54,65431,1,d8d2c3b7-95c5-409c-acf0-7c57a157ace2,,Detecting if WinHelp is Installed on Vista or newer Windows,
93654,9/15/2008 16:35:28,64495,1,1eb7ef71-0924-4e02-9380-638ba0234f40,,What are the most frequently used flow controls for handling protocol communication?,
93886,9/15/2008 18:55:48,65668,1,51d6ac30-b749-4467-8b15-89ee0fac3582,,why to use StringBuffer in java instead of the string concantion operator,
93935,9/15/2008 19:00:06,65704,1,ba81f266-d771-40f5-80c7-668f5acc3166,,How would I go about creating a custom search index much like Lucene?,
94059,9/15/2008 19:11:01,65805,1,858ebc9b-05f2-4003-8aeb-cb6feb5703f5,,Best design for entities with multiple values,
94116,9/15/2008 19:14:43,65849,1,9da13e71-a5dc-4b15-b0be-90399c5630e3,,How to insert line breaks in HTML documents using CSS,
94215,9/15/2008 19:25:42,65940,1,bd467f87-6a71-4721-8bf0-74e7c5a4b74f,,Importing Access data into SQL Server using ColdFusion,
94665,9/15/2008 19:56:30,66288,1,d1a5d9d7-03ae-4ec5-b2a0-61e0acfa21c9,,REST in Java,
94851,9/15/2008 20:07:25,66421,1,286619cb-45a5-46d5-9daf-aa9e1a138ec0,,Bluetooth Signal Strength,
94949,9/15/2008 15:20:29,63875,1,9a96b3f0-ab19-44b9-9b2f-69eb234755b3,,SQL Server 2005 has problems connecting to a website running on the same server.,
95024,9/15/2008 20:18:56,66528,1,35b36b42-2761-4d8a-be44-3564b9d31b6e,,JEE SqlResultSetMapping Syntax problem?,
95055,9/15/2008 13:36:43,62929,1,c0074419-4f68-46c9-99ef-8ee7f69cf152,,java.net.SocketException: Connection reset,
95288,9/15/2008 17:59:01,65173,1,043c6d03-5001-4964-a9aa-59f888e9fe8f,,PHP - command line arguments in WIndows,
95489,9/15/2008 20:56:06,66875,1,14708dfd-a407-4ac7-91c8-ea965b16c7d2,,"Java applet cached forever, not downloading new version?",
95500,9/15/2008 20:57:04,66882,1,7d8bdb74-ac11-42c5-8daa-4eb3e9766fa0,,Simplest way to check if two integers have same sign?,
95560,9/15/2008 21:02:00,66934,1,5d3c71f5-476a-4ff0-9884-0c648dc85a94,,How do you place a textbox object over a specific Cell when automating Excel?,
95593,9/15/2008 20:46:33,66777,1,2752117b-de3a-44cb-87b9-4223f2c980f5,,Trying to understand web services performance,
96076,9/15/2008 21:49:28,67347,1,49358168-0223-4c59-8ff8-ceab4731b1f1,,SQL 2000 equivalent of SQLAgentReaderRole,
96205,9/15/2008 21:57:31,67421,1,3a0e0d92-6544-4518-ae04-12b78cda4239,,Database design for a booking application e.g. hotel,
96276,9/15/2008 22:06:22,67499,1,48191c13-f76f-4fd3-9bfb-fb38517d33bb,,ASP.NET 2.0: Skin files only work when placed at the root theme folder?,
96409,9/15/2008 22:22:01,67588,1,ec1dd07b-4b0b-44ba-9323-a62786c1e03d,,Why do fixed elements slow down scrolling in Firefox?,
96460,9/15/2008 22:30:13,67627,1,e00c4b19-d4b6-49e8-9373-e2155ae218b6,,Is there a guide I can follow to convert my procedural actionscript 3 to OOP?,
96648,9/15/2008 22:54:57,67760,1,69921481-c2f8-4301-90d6-9e1c78c514c7,,Perl Sys::Syslog on Solaris,
96712,9/15/2008 23:06:46,67819,1,6c4e319c-3ab0-4f11-ba65-c89cc7246d20,,how to get the number of apache children free within php,
96969,9/15/2008 23:45:53,68012,1,e77c6a4c-37d4-4601-add1-536e3927f401,,I have a problem with inline vs included Javascript,
96996,9/15/2008 23:49:08,68029,1,638e66e9-f38e-40fe-b67e-108b07b560bc,,Got error 122 from storage engine,
97009,9/15/2008 23:51:29,68042,1,b35f4cae-c527-419a-8642-e90c0def9d53,,How do I convert jstring to wchar_t,
97197,9/16/2008 0:15:25,68165,1,86291844-0736-41a7-bfd7-8ba7f8883726,,JavaScript to scroll long page to DIV,
97280,9/16/2008 0:28:17,68243,1,a889250a-1bc4-42af-930a-6bc0f659f8f1,,"What's a good resource for starting to write a programming language, that's not context free?",
97291,9/16/2008 0:30:45,68247,1,4ac331fc-8334-4798-9af3-26dfe8fa4773,,What is a good tool to aid in browsing/following C code?,
97550,9/16/2008 1:12:57,68459,1,414abc34-bfda-40d8-a280-f54e2cecfef2,,Refactoring and Source Control: How To?,
97680,9/16/2008 1:27:28,68541,1,5e37e006-df41-45aa-afcd-fd639db35fa0,,libxml2-p25 on OS X 10.5 needs sudo?,
97692,9/16/2008 1:19:53,68495,1,c506ddf4-e659-4e35-a2ca-e8c5284aa119,,how to get through spam filters?,
97720,9/16/2008 1:32:02,68565,1,532aaeab-6808-4bf7-8c6b-36bc461101f3,,What XML parser do you use for PHP?,
97801,9/15/2008 20:31:20,66633,1,d96bfc51-37a9-4353-a325-994989120c63,,subversion tags and branches,
97847,9/16/2008 1:47:44,68651,1,8bd406fe-b105-475d-a02a-07bd28730f16,,can I get PHP to stop replacing '.' characters in $_GET or $_POST arrays ?,
97918,9/16/2008 1:56:28,68711,1,07bb7e90-01dc-4b89-913e-ac5dbc8d779e,,PHP: Can I reference a single member of an array that is returned by a function ?,
98026,9/16/2008 2:09:21,68792,1,e61539ff-ed80-4b73-947f-dc643eb8f182,,How does your company manage credentials?,
98082,9/16/2008 1:38:28,68598,1,839b5b3c-7593-499f-a83b-7a64ed8e079a,,How do I drag and drop files into C#?,
98385,9/16/2008 0:28:36,68244,1,3d4f70dd-d0d5-4d85-9c4a-5869defcb8a1,,What Causes Flash Error #2012 (Can't instantiate class)?,
98411,9/16/2008 3:04:34,69068,1,a5020cbc-fa28-485e-9947-e70b52ec56fa,,Long commands split over multiple lines in Vista/DOS batch (.bat) file,
98770,9/16/2008 4:07:42,69316,1,7ef97218-8e74-433e-a73a-4889a01c5715,,Biggest differences of Thrift vs Protocol Buffers?,
98881,9/16/2008 4:35:44,69411,1,cf726033-090e-4c9e-9edf-0e31c5f3c18e,,Remote Linux server to remote linux server dir copy. How?,
98963,9/16/2008 4:48:45,69459,1,20adf229-20f2-4914-be63-1b55671d2e00,,Server performance metric tools for LAMP,
99062,9/16/2008 2:19:57,68843,1,0e62d6ea-557d-4c30-8c28-19cf6bfe3cd1,,Why don't we get a compile time error even if we donot include stdio.h in a C program?,
99300,9/16/2008 5:41:56,69637,1,6e0fce1a-3070-406e-b512-dcdd5429da95,,Best way to serialize and Image,
99325,9/16/2008 5:13:01,69546,1,0bbc7997-6d21-4e8d-855a-0b8c5547431b,,Rewriting document content using document.write does now execute the javascript in IE6,
99347,9/15/2008 21:15:49,67045,1,90c96cfa-9d37-4f90-b7ef-803d7b9a0b72,,What advantages does jQuery have over other JavaScript libraries?,
99397,9/16/2008 6:18:09,69761,1,6c87d5bf-d77e-427d-b0cd-fb7d0e31ee17,,How to associate a file extension to the current executable in C#,
99643,9/16/2008 6:55:25,69926,1,c0a73a05-1a40-4787-8125-233c55b6912c,,Get the current mouse coordinates,
99825,9/15/2008 23:12:12,67859,1,4343753e-8e59-42a3-9045-55bf5c8762ba,,XSLT: Cannot get xslt to output an (&) even after escaping the character.,
99844,9/16/2008 0:26:57,68234,1,05b03f41-fd79-447d-8ae2-b31e5e7261aa,,MVC Retrieve Model On Every Request,
100059,9/16/2008 3:42:08,69215,1,574913db-d64b-4628-98b4-df1c4ab9b86e,,SQL Server: Column nullability inconsistency,
100080,9/16/2008 0:17:35,68178,1,6874f18f-ed23-4f47-9f60-657002b6205f,,Need a wiki where I can export to Word,
100156,9/16/2008 7:11:20,69998,1,e3c6dfba-09a1-4e3b-87f6-62443b559f1e,,Prevent vim from replacing spaces with tabs when autoindent is on,
100269,9/16/2008 8:21:04,70313,1,02283e68-1b1c-4139-9be2-eb054a8b64bd,,What is the best way to integrate TFS version control with XCode?,
100430,9/16/2008 7:35:17,70096,1,6a39b050-c016-4473-890d-7d90f4bdc298,,How do I convert mp3 to aac programmatically?,
100513,9/16/2008 8:56:58,70513,1,b67b99ec-3472-4bdc-b9c2-1301b9ce356e,,What is the easiest way to wrap a raw .aac file into a .m4a container,
100638,9/16/2008 9:11:28,70600,1,77b44962-c1ba-49fe-89ca-554f1652ca5b,,Logging image downloads,
100858,9/16/2008 9:41:37,70782,1,0c65e10e-0a4a-4b4b-842f-52a34d856bc0,,How to get a http file metadata?,
100912,9/16/2008 9:48:30,70816,1,d62e1754-1c0b-41aa-8297-b835863d60fc,,Using Asp.Net MVC with SharePoint,
101039,9/16/2008 10:02:50,70890,1,eb237336-e1fb-4339-b552-7a71dfe43544,,Extracting text from a PDF using JBoss Richfaces,
101100,9/16/2008 9:30:18,70724,1,2e62a5c0-4ad3-4f36-aae6-1e13ef7b3010,,Packaging up Tomcat,
101115,9/16/2008 10:16:35,70964,1,e39ffbe2-8993-4180-b999-9f063a455287,,Algorithm to determine Daylight Saving Time of a date?,
101136,9/16/2008 10:07:18,70909,1,c2395e7f-f632-4d99-9145-f4ade5ee26a3,,Hibernate mapping a composite key with null values,
101268,9/16/2008 8:00:20,70232,1,d1e9f181-f1d4-4d81-ad80-d7a56bde9035,,Multithreading or green threading in actionscript?,
101283,9/16/2008 10:40:26,71100,1,ac2f4b47-de01-455c-9e7b-effacfb0dd6a,,Tool to test Website accessibility,
101383,9/16/2008 10:51:46,71163,1,8dfbfb6e-afc2-4d95-b9a3-4525c3198da8,,Combined SVN FTP system?,
101469,9/16/2008 2:51:15,69016,1,19487fe6-4291-403d-9f4d-5eb969527000,,Actionscript 3 - Completely removing a child,
101501,9/16/2008 11:06:11,71248,1,a806b2aa-df85-4952-b4dd-cd4137800335,,debug an embedded system containing gdb remotely using some kind of gui.,
101707,9/16/2008 11:34:43,71413,1,2c0ded17-7d1a-460d-82ac-c0f590f49ec5,,SQL: Counting unique votes with a rolling votes-per-hour limit,
101775,9/16/2008 11:44:29,71468,1,fd1eec9b-046f-49a5-842a-8d467e73f0eb,,OCSP command-line test tool?,
101792,9/16/2008 11:46:03,71476,1,2cbe3335-f76d-41ce-886f-270ec014ee6d,,What are the options for extracting data out of Hyperion 7.3 with SSIS,
101796,9/16/2008 11:46:15,71478,1,ef3c6eaa-24ac-44a6-8a9e-4d44ce0e6682,,Defining class methods in PHP,
102282,9/16/2008 12:47:04,71820,1,630bbf9e-f897-473c-ba6e-a8c84d450a66,,Determine the size of a pipe without calling read(),
102388,9/16/2008 12:56:43,71899,1,887d8701-2a1f-4182-8302-f2b3c8e11dd4,,Accessing hidden embedded quicktime audio,
102484,9/16/2008 13:06:08,71979,1,89aae791-9ba8-4bac-bcfa-d22d1e186b8c,,Dataflow Programming - Patterns and Frameworks,
102487,9/16/2008 13:06:09,71980,1,0fc83369-dc1a-4809-926b-2e0633b8a2ea,,How do you efficiently copy BSTR to wchar_t[] ?,
102499,9/16/2008 13:04:14,71959,1,15ba256b-0219-4fde-a3c2-b8b0894732f0,,Other file doesn't recognizes other file's class C++,
102517,9/16/2008 11:07:29,71254,1,d7db077b-7a99-4112-9f57-378387d8ba1b,,Force Internet Explorer to use a specific Java Runtime Environment install?,
102555,9/16/2008 13:12:59,72032,1,81ec5f2c-3cd7-4a03-816a-79374b782309,,Creating cursor rsrc files on Mac from png,
102600,9/16/2008 12:36:02,71755,1,df35bb17-69c0-4262-a4f1-76b0c6c59d31,,Export ChartFX7 to SVG in Java,
102660,9/16/2008 13:21:40,72098,1,616f8354-ec4b-4ff8-9faf-5f31f4c16e87,,Any better way to create MediaWiki numbered lists?,
102698,9/16/2008 13:24:43,72116,1,9dc6912d-b171-4c67-9d60-b1761b902cc8,,Is it ok to have multiple threads writing the same values to the same variables?,
102810,9/16/2008 13:32:39,72201,1,24cafb85-ec4e-4717-a0c6-a35d6967801a,,How to compile a java application which uses Google webdriver from comand line without ant,
102911,9/16/2008 13:38:42,72271,1,4b75a1e5-25dd-4596-8550-5045bbedbd91,,"""No newline at end of file"" compiler warning",
103379,9/16/2008 14:09:29,72671,1,7c2f3c87-3fa5-40a8-8199-50295b682088,,"How to create batch file in Windows using ""start"" with a path and command with spaces.",
103441,9/16/2008 14:13:14,72723,1,f8674964-e6af-4be9-98f7-d9d4ad5a8f5f,,Can a svn repository include/link-to an external git repository?,
103511,9/16/2008 14:16:55,72773,1,87194631-eda8-4069-bc98-1fbae87f3b05,,Creating SharePoint 2007 list items via the Web Dav interface,
103784,9/16/2008 14:32:41,72958,1,600147e4-bb07-44bf-8cd4-473511183d81,,How to get reliable HTTP messages via Firefox XPCOM in Javascript,
103834,9/16/2008 14:35:19,72996,1,0d0dec33-9521-4219-bcbe-e37b6fdbf6e6,,Join multiple XML files with xinclude tags into single file,
103979,9/16/2008 14:44:37,73109,1,32cdfb57-88aa-4769-861a-a7afb16f6600,,MySQL Data Truncation Error,
104235,9/15/2008 18:02:02,65205,1,6081712a-9945-4517-b547-3a73fba9f292,,Linked List in SQL,
104242,9/16/2008 14:59:59,73288,1,5f6350b8-a172-45bb-8661-db87cfabb775,,"Access USB with Java, in order to find thumbdrive manufacturer's serial#/unique-ID",
104892,9/16/2008 15:45:31,73775,1,299adb6e-f598-4cd8-a398-841cf1f20ba6,,C# P/Invoke with Variants,
105136,9/16/2008 16:01:41,73950,1,c4e35bab-432a-47ef-a7e1-e43d883dd3de,,Combine PDFs c#,
105149,9/16/2008 16:02:27,73958,1,5e29f3bc-ae03-43d6-aee5-99303d3d8d10,,Change IP address via shellscript on Slackware,
105253,9/16/2008 13:14:47,72048,1,14188d7c-4ee6-4ed1-9194-1fd92bf22055,,.NET ActiveX Component in IE - How to Get Browser Reference,
105317,9/16/2008 16:12:36,74083,1,47d36481-fbf6-4910-bce0-514817441e54,,How do you detect and print the current drilldown in the CrystalReportViewer control?,
105334,9/16/2008 16:13:31,74100,1,76de2a4a-a331-4af8-88a0-05b703342faf,,generate thumbnail with white border VB.net/C#?,
105370,9/16/2008 16:17:11,74126,1,68a17e7b-8e49-44a3-ac3a-5d9304bf11cb,,How to force a reboot instead of shutdown (XP),
105464,9/16/2008 16:22:24,74188,1,27f5a7ef-1076-4b4e-b9ab-bd5bec31ecec,,WPF ListBox WrapPanel clips long groups,
105511,9/16/2008 16:26:03,74224,1,573d890d-c8e7-4acd-9bb4-2f2b50b9f531,,Is it possible to base GroupTemplate (.NET) on anything but a fixed record count?,
105539,9/16/2008 16:00:00,73930,1,95a00837-d9a2-4d7f-870f-673a6a4143fc,,Linux desktop shortcut and icon from install,
105568,9/16/2008 16:30:39,74258,1,e3eb93a4-8f6f-43db-a633-b432aeccc357,,Architect Database to Allow App To Use Windows Integrated Auth or FBA,
105702,9/16/2008 16:42:38,74368,1,eb93db28-3b73-478c-ad02-4f263267e518,,Outlook 07 2 column flexible layout,
105769,9/16/2008 16:47:07,74409,1,2470b3f5-bfb0-45af-a3eb-f5a0ba16c2ac,,Interactive world map - suggestions?,
105984,9/16/2008 17:01:05,74561,1,5782fb13-c35f-41fb-8801-65f6894d6799,,how to write static code analyzer for .net,
106036,9/16/2008 17:07:36,74614,1,b3a5a165-f117-43e8-9992-febde76eab01,,Delphi Out of resources,
106662,9/16/2008 18:00:27,75127,1,2a952c33-5368-41a8-acf4-d7d62bf28042,,How to make a web app appear at the root of the site?,
106678,9/16/2008 18:01:43,75139,1,e707d37f-68db-46f2-8f36-b94feff63488,,Best way to implement Google Customer Search on an aspx page,
106791,9/16/2008 18:09:18,75245,1,085a0c22-c7c5-4302-9a54-38fb93c5a0eb,,HQL querying columns in a set,
107586,9/16/2008 19:08:30,75829,1,b90d306f-b904-4e91-a998-e4451bd822c6,,Best way to access table instances when using SQLAlchemy's declarative syntax.,
107937,9/16/2008 19:36:18,76069,1,a6299c26-baa8-4d4e-93ea-5e2e237b5d59,,How to play WMV in a WindowMediaPlayer activeX controlled by a flash component?,
108409,9/16/2008 19:18:30,75919,1,1e331423-479b-4bd9-ad89-be6810f3cfd1,,Which type of external drives are good for SQL backup files?,
108452,9/16/2008 19:57:03,76268,1,0a238614-8d60-42f4-9342-06e7180b0240,,What in your opinion is the best free library for hadling SMS with a gsm modem?,
108486,9/16/2008 20:17:13,76472,1,a7d9a229-2833-4c8f-9d05-bb5d909c078a,,Checking version of file in Ruby,
108623,9/16/2008 20:14:37,76440,1,c4e5a506-645b-4c36-953f-df7f25f78b96,,Extreme Programming,
108636,9/16/2008 20:25:22,76581,1,32285161-4e08-45b9-b065-1c3a9f8d80da,,I have P & G-- how do I use the Wincrypt API to generate a Diffie-Hellman keypair?,
108813,9/16/2008 20:35:36,76724,1,fd39da28-7291-4ae5-86b1-aa0759c52740,,Get list of records with multiple entries on the same date,
108931,9/16/2008 20:41:15,76796,1,f8149ed4-4316-4b1a-8488-bd0c6f793fab,,Memory management in C++,
109055,9/16/2008 20:48:06,76882,1,65cdacdf-f2f1-43bc-8794-202a8cb8ac4d,,VBA resource for Python programmer,
109087,9/16/2008 20:49:44,76905,1,76114284-67ea-4f5f-b93c-cc2e10e48dac,,swfObject + scriptaculous Autocompleter = Fail,
109164,9/16/2008 20:55:25,76963,1,765ce155-6f42-4338-9309-632f28df54e3,,Looking for a simple C# numeric edit control,
109170,9/16/2008 20:55:34,76964,1,902bb017-88a5-4614-815b-e1bdb9ffd0fb,,Using Outlook API to get to a specific folder,
109479,9/16/2008 20:56:53,76983,1,8660443c-8b1b-4e53-89b7-f1d9a82e7cdd,,How to Setup a Low cost cluster,
109536,9/16/2008 21:21:33,77258,1,b9da49cb-19bc-474b-a785-b7131e613857,,Query points epsilon-close to a cut plane in point cloud using the GPU.,
109653,9/16/2008 15:50:19,73825,1,78efae35-6183-47da-8d1b-59cf643937b6,,.Net Remoting,
109960,9/16/2008 21:54:54,77598,1,3b66b7fc-ac1f-4821-b96a-e3edc6dcef29,,Getting java and flash to talk to each other,
110087,9/16/2008 21:48:02,77522,1,bb2de77b-a438-4558-967b-fdef52b7af02,,Multithreaded Debugger,
110098,9/16/2008 20:56:34,76976,1,e2b7e363-b8f4-499a-87f0-d1969250815e,,How to get progress from XMLHttpRequest,
110159,9/16/2008 22:04:40,77718,1,911907b7-33c9-44e4-9777-2404727ec434,,Java operator overload,
110427,9/16/2008 22:30:46,77960,1,a2c0d0f1-37af-46ca-9220-44a351f79441,,What to put in a session variable,
110480,9/16/2008 22:35:24,78004,1,50b9cce6-df37-4339-853a-8a7b58551e66,,How should I start when developing a system based on modules or plugins?,
110650,9/16/2008 22:34:16,77993,1,7c8e04b7-afdd-4b2b-b12a-8a0bece25ac9,,"How can you disable the Windows' ""X"" close button in the upper right-hand corner?",
110661,9/16/2008 22:40:30,78045,1,3e3be562-6a22-4d98-a82b-bd8c8720ec1d,,Spatial Data Structures in C,
110824,9/16/2008 23:11:31,78238,1,2e684a09-7647-44e9-b431-86c325b829b4,,OPENGL User Interface Programming,
110846,9/16/2008 23:14:45,78262,1,c91d9ae4-4c4a-4d11-ab4d-e514a0406911,,What workarounds/coping-strategies have you implemented to deal with multiple tabs v. two connection limit issues?,
110970,9/16/2008 23:02:11,78184,1,f292d9ba-eaad-4545-b7ff-78c4cde79601,,How do I create RAW TCP/IP packets in C++?,
110996,9/16/2008 23:31:13,78351,1,788a5eda-a500-4728-9051-035895066295,,Font rendering libraries for C# / dot-NET?,
111004,9/16/2008 23:17:42,78282,1,92684282-edc1-4df5-a015-36c4cdd78b67,,Reading files in use and system files on Windows XP & Vista using .NET,
111045,9/16/2008 23:35:16,78380,1,d869b3b4-e709-4ff9-83c6-d078b553624f,,Fighting with Protected Mode in Vista,
111058,9/16/2008 23:16:56,78277,1,6b04411e-9fcd-4b97-8165-655d55f3d33e,,How to guarantee 64-bit writes are atomic?,
111163,9/16/2008 23:54:58,78468,1,7a264bae-aa57-4673-820c-f24ac270de84,,Linq to Entity with multiple left outer joins,
111350,9/17/2008 0:16:28,78599,1,3b851b51-f166-46b7-816d-ef572dacba6d,,Verified channel to server from app on iPhone,
111659,9/17/2008 1:04:21,78811,1,8a55de94-74d1-4b6f-b013-518acb781456,,is there an effective tool to convert c# to java?,
111810,9/17/2008 1:07:26,78828,1,0ad39cef-90f3-448c-86e6-10d7331a3de1,,SQL 2005 Snapshot Security,
112011,9/17/2008 1:25:35,78916,1,b98ecf4d-60b6-4321-bcbb-e1a473d0c9d8,,Outlook + Perl + Win32::Ole: How do you select calendar entries sorted by date?,
112159,9/16/2008 23:45:40,78423,1,e2237935-8469-4e6c-a918-9ddb0e880375,,XCode: Using a custom framework,
112259,9/17/2008 2:20:49,79229,1,0307afea-8d45-4fc4-92ec-407fa7531948,,How often should Oracle database statistics be run?,
112297,9/17/2008 2:22:42,79241,1,9bfd4d8f-ad48-4f12-9dcf-35f1ecd740be,,How do you know what a good index is?,
112311,9/17/2008 2:26:19,79266,1,7197ade4-bcf2-4e54-8446-ee6c72a14657,,How do you interpret a query's explain plan?,
112434,9/17/2008 2:39:33,79367,1,e496f3fc-08b4-4b95-8169-945878a30719,,"SQL Text Searching, AND Ordering",
112639,9/17/2008 3:05:12,79537,1,0a6aa8fb-50e4-4c9e-ad49-1a23d6f3284b,,Which is the best Linux C/C++ debugger (or front-end to gdb) to help teaching programming?,
112809,9/17/2008 3:28:15,79658,1,23336825-15e2-4a39-a42d-01a2b7ae18e9,,React on global hotkey in a Java program on Windows/Linux/Mac?,
112918,9/17/2008 3:35:25,79693,1,9a65e986-35e3-42b9-b688-8ae5106a851c,,Namespace in C#,
113012,9/17/2008 3:54:55,79809,1,231f6ac0-4a2c-41ab-bc99-a1c70155d54a,,what is the difference between file modification time and file changed time?,
113068,9/17/2008 3:39:17,79709,1,0e7660d0-4b26-4085-a6b4-640c10a6244e,,Worse sin: side effects or passing massive objects?,
113201,9/17/2008 4:20:37,79939,1,5e3f5b31-022c-4c62-9b3d-36ffade50f11,,How to load Many to many LINQ query?,
113324,9/17/2008 4:36:00,80042,1,e5313c2a-b47c-4454-99a1-b4893c0f54a5,,Can you provide an example of a byte buffer transferred between two java classes via UDP datagram?,
113491,9/17/2008 4:59:58,80152,1,1d43ea23-9e8c-44aa-822b-f17d238e27c2,,MySQL Joins,
113534,9/17/2008 5:07:08,80186,1,13bf2455-a795-4a6a-b70b-236db612f5fe,,Using x_sendfile with Apache/PHP,
113572,9/17/2008 4:46:25,80084,1,6233a043-af91-4e52-8458-20ac202e19f7,,"In Javascript, why is the ""this"" operator inconsistent?",
113640,9/17/2008 5:20:43,80247,1,2db91a93-983d-465b-9146-3f964e82f749,,Implementations of interface through Reflection,
113770,9/17/2008 5:44:31,80347,1,f30da49b-9e11-4006-988e-9a0a0f7b2702,,PubSub lib for c#,
113773,9/17/2008 5:44:55,80348,1,07c7d502-e82d-4120-b8f2-3fd71a436e0b,,"In C++, can you have a function that modifies a tuple of variable length?",
113902,9/17/2008 6:07:58,80447,1,5fbe3826-6bb6-45a0-b9a0-a5fd828b4da3,,What are futures?,
114117,9/17/2008 6:47:29,80601,1,6bb06466-ac04-4800-bfd2-af188a41f5ee,,scanf() (and cin) statements skipped when using gcc.,
114193,9/17/2008 6:58:40,80657,1,7ed6476e-c92c-44c2-9da7-a95e1344599d,,makefiles CFLAGS,
114337,9/17/2008 7:21:38,80766,1,768097e4-f343-4617-b68a-9fdd454430f9,,How to convert Typed DataSet Scheme when one of the types was changed?,
114343,9/17/2008 7:22:10,80770,1,839c76e5-7966-4cac-8162-ec131719306f,,how XQUERY is actually used?,
114938,9/17/2008 8:18:50,81073,1,6bdb815e-d353-4b6f-a928-f53e774bd6c0,,Map 192.168.0.10 to 127.0.0.1 on windows,
