id,name,date,user_id,class,tag_based
24809974,Great Answer,8/28/2017 5:56:17,1545777,1,FALSE
24941046,Great Answer,9/7/2017 12:08:25,1016343,1,FALSE
24976855,Fanatic,9/11/2017 1:30:27,7964527,1,FALSE
25165540,Fanatic,9/25/2017 14:08:48,3548519,1,FALSE
25209284,Great Answer,9/28/2017 11:42:59,1560000,1,FALSE
25308582,Populist,10/6/2017 16:28:39,966253,1,FALSE
25574228,Fanatic,10/21/2017 10:40:04,3922954,1,FALSE
25586372,Great Answer,10/23/2017 0:00:04,613628,1,FALSE
25594605,Great Answer,10/23/2017 13:56:34,1502079,1,FALSE
25645804,Great Answer,10/26/2017 17:50:31,151212,1,FALSE
25888783,Great Answer,11/14/2017 21:27:49,6172677,1,FALSE
26095612,Populist,11/30/2017 17:51:53,1139756,1,FALSE
26160851,Great Answer,12/6/2017 9:24:38,1961059,1,FALSE
26419444,Great Question,1/2/2018 7:17:29,345944,1,FALSE
26459141,Electorate,1/5/2018 16:27:00,2757035,1,FALSE
26911765,Great Question,2/9/2018 23:27:05,4418,1,FALSE
27128417,Great Answer,2/28/2018 17:04:36,1175051,1,FALSE
27167392,Unsung Hero,3/4/2018 4:17:21,6201440,1,FALSE
27345930,Stellar Question,3/17/2018 8:20:18,40347,1,FALSE
27608990,Great Question,3/29/2018 13:51:58,33264,1,FALSE
27755164,Fanatic,4/11/2018 3:39:16,7632695,1,FALSE
28027527,Great Question,5/3/2018 9:12:15,532886,1,FALSE
28066910,Great Answer,5/7/2018 8:28:37,7015400,1,FALSE
28080080,Fanatic,5/8/2018 8:11:01,7126845,1,FALSE
28196955,Great Question,5/17/2018 16:54:13,119749,1,FALSE
28269519,Great Answer,5/24/2018 2:36:08,428790,1,FALSE
28386317,Great Answer,6/3/2018 19:24:49,131872,1,FALSE
28434757,Great Answer,6/7/2018 11:17:48,1831,1,FALSE
28466636,Great Answer,6/10/2018 16:42:15,5358807,1,FALSE
28711645,Populist,7/2/2018 13:37:43,1251423,1,FALSE
28787491,Electorate,7/9/2018 13:13:35,6700627,1,FALSE
28915577,Great Question,7/19/2018 20:20:17,936517,1,FALSE
28967705,Great Question,7/24/2018 18:10:06,456578,1,FALSE
29294755,Great Answer,8/22/2018 18:10:39,665575,1,FALSE
29311965,templates,8/24/2018 4:04:41,6022656,1,TRUE
29313196,Populist,8/24/2018 6:50:29,1061236,1,FALSE
29488612,Great Question,9/10/2018 2:30:10,150564,1,FALSE
29683535,Great Answer,9/26/2018 17:15:20,3597276,1,FALSE
29702835,Steward,9/28/2018 6:50:06,4864023,1,FALSE
29732707,Great Answer,10/1/2018 14:10:07,75170,1,FALSE
29883490,Great Question,10/14/2018 16:40:04,645212,1,FALSE
30045505,Unsung Hero,10/28/2018 13:40:06,6439023,1,FALSE
30128831,Great Question,11/5/2018 2:10:07,320615,1,FALSE
30337795,Great Question,11/22/2018 13:55:07,192714,1,FALSE
30444117,Unsung Hero,12/2/2018 9:25:05,5634314,1,FALSE
30475536,Great Answer,12/4/2018 21:55:02,183181,1,FALSE
30587400,Electorate,12/14/2018 5:45:14,3581539,1,FALSE
30613018,Fanatic,12/17/2018 4:20:09,4259761,1,FALSE
30624300,Steward,12/17/2018 23:20:09,3269809,1,FALSE
30657966,Great Answer,12/20/2018 13:45:42,4118962,1,FALSE
30724784,Great Answer,12/28/2018 18:10:08,925222,1,FALSE
30730615,Great Answer,12/29/2018 14:15:14,1328212,1,FALSE
30966709,Populist,1/21/2019 18:30:13,13531,1,FALSE
31085861,Populist,1/29/2019 1:10:06,982852,1,FALSE
31096496,Great Answer,1/29/2019 15:20:09,1053,1,FALSE
31154537,Great Answer,2/2/2019 15:50:17,444382,1,FALSE
31197239,Great Answer,2/6/2019 7:40:07,852406,1,FALSE
31275238,Populist,2/12/2019 3:45:36,357163,1,FALSE
31289245,Great Question,2/12/2019 23:05:09,1658908,1,FALSE
31401195,Great Question,2/21/2019 16:45:10,224215,1,FALSE
31576889,Fanatic,3/7/2019 2:30:06,10216112,1,FALSE
31613374,Unsung Hero,3/9/2019 21:00:06,9541448,1,FALSE
31859495,Populist,3/20/2019 10:40:13,990166,1,FALSE
31894806,Unsung Hero,3/22/2019 22:45:13,2437141,1,FALSE
31961936,Great Answer,3/28/2019 13:50:33,620053,1,FALSE
31992687,ios,3/31/2019 14:09:43,3151675,1,TRUE
32030283,Electorate,4/3/2019 9:00:21,6788869,1,FALSE
32045009,Great Question,4/4/2019 8:35:17,226473,1,FALSE
32048923,Great Question,4/4/2019 13:15:17,1607051,1,FALSE
296030,Great Answer,4/29/2009 5:07:38,12804,1,FALSE
470972,Fanatic,9/24/2009 1:07:50,50305,1,FALSE
625105,Great Answer,1/18/2010 12:17:35,22656,1,FALSE
730869,c#,3/23/2010 20:22:26,13302,1,TRUE
951209,Great Answer,7/26/2010 15:23:12,224837,1,FALSE
1336707,Unsung Hero,1/10/2011 5:22:45,516392,1,FALSE
1455647,Unsung Hero,2/20/2011 14:07:32,436166,1,FALSE
1503748,Fanatic,3/8/2011 0:24:55,524368,1,FALSE
